word,words_total_appear_in_group,words_total_in_group_without_stop_words,words_total_in_group_with_stop_words
alvar,3,477949,602859
alvara,4,477949,602859
alvarez,3,477949,602859
alvarezmars,1,477949,602859
alvaro,19,477949,602859
alvejar,1,477949,602859
alvim,4,477949,602859
alvinegra,1,477949,602859
alvinegro,1,477949,602859
alvissareiro,2,477949,602859
alviverd,2,477949,602859
alvo,146,477949,602859
alvorada,5,477949,602859
alvorar,55,477949,602859
alvorec,1,477949,602859
alwasl,1,477949,602859
alway,2,477949,602859
alyssa,2,477949,602859
alzano,1,477949,602859
alzheim,14,477949,602859
am,27,477949,602859
amaciant,1,477949,602859
amada,1,477949,602859
amador,8,477949,602859
amadurecimento,1,477949,602859
amaerj,1,477949,602859
amalo,1,477949,602859
amalucar,1,477949,602859
amamentacao,6,477949,602859
amamentar,4,477949,602859
amamo,1,477949,602859
aman,1,477949,602859
amana,1,477949,602859
amanda,7,477949,602859
amanha,102,477949,602859
amanhec,8,477949,602859
amant,2,477949,602859
amantar,1,477949,602859
amapa,38,477949,602859
amapaens,2,477949,602859
amar,51,477949,602859
amarant,1,477949,602859
amarar,4,477949,602859
amarela,6,477949,602859
amarelar,18,477949,602859
amarelo,39,477949,602859
amargar,3,477949,602859
amargo,1,477949,602859
amari,2,477949,602859
amarrada,1,477949,602859
amarrar,7,477949,602859
amassar,1,477949,602859
amastha,1,477949,602859
amavel,1,477949,602859
amazon,38,477949,602859
amazona,170,477949,602859
amazonastrecho,1,477949,602859
amazoncom,2,477949,602859
amazonens,14,477949,602859
amazonia,113,477949,602859
amazonia1,2,477949,602859
amazonica,25,477949,602859
amazonico,3,477949,602859
amazonino,2,477949,602859
amb,9,477949,602859
amba,3,477949,602859
ambar,1,477949,602859
ambev,7,477949,602859
ambicao,2,477949,602859
ambicioso,3,477949,602859
ambiencia,1,477949,602859
ambient,77,477949,602859
ambientai,4,477949,602859
ambientalista,13,477949,602859
ambientar,218,477949,602859
ambiguidad,1,477949,602859
ambito,66,477949,602859
ambo,11,477949,602859
ambosio,1,477949,602859
ambrosio,2,477949,602859
ambu,1,477949,602859
ambulancia,13,477949,602859
ambulanciasem,1,477949,602859
ambulant,11,477949,602859
ambulatori,4,477949,602859
ambulatoriai,1,477949,602859
ambulatorio,7,477949,602859
amcham,1,477949,602859
ameac,1,477949,602859
ameaca,6,477949,602859
ameacado,1,477949,602859
ameacador,1,477949,602859
ameacala,1,477949,602859
ameacamo,1,477949,602859
ameacando,1,477949,602859
ameacar,146,477949,602859
ameacavam,1,477949,602859
amealhar,3,477949,602859
amedrontar,2,477949,602859
ameixa,3,477949,602859
amelia,4,477949,602859
amem,1,477949,602859
amendoa,1,477949,602859
amenizar,13,477949,602859
ameno,4,477949,602859
america,140,477949,602859
american,11,477949,602859
americana,12,477949,602859
americano,236,477949,602859
americasfoodfund,2,477949,602859
americo,3,477949,602859
americold,1,477949,602859
amfar,1,477949,602859
amia,1,477949,602859
amib,7,477949,602859
amicu,1,477949,602859
amidar,2,477949,602859
amien,2,477949,602859
amiga,2,477949,602859
amigar,44,477949,602859
amigavel,1,477949,602859
amigdala,1,477949,602859
amigo,125,477949,602859
amil,2,477949,602859
amilcar,1,477949,602859
amin,1,477949,602859
aminoacido,2,477949,602859
amistosament,1,477949,602859
amistoso,3,477949,602859
amizad,10,477949,602859
amlogo,1,477949,602859
amo,6,477949,602859
amoedo,10,477949,602859
amon,3,477949,602859
amonia,1,477949,602859
amonio,1,477949,602859
amontoar,1,477949,602859
amor,46,477949,602859
amora,1,477949,602859
amorim,5,477949,602859
amorin,1,477949,602859
amortizacao,3,477949,602859
amostra,12,477949,602859
amostragem,2,477949,602859
amostrar,81,477949,602859
amotinar,1,477949,602859
amparada,1,477949,602859
amparar,21,477949,602859
amparo,1,477949,602859
amphan,2,477949,602859
ampla,7,477949,602859
amplament,23,477949,602859
amplia,1,477949,602859
ampliacao,43,477949,602859
ampliada,3,477949,602859
ampliado,2,477949,602859
ampliando,1,477949,602859
ampliar,130,477949,602859
ampliaram,1,477949,602859
amplias,1,477949,602859
amplificada,1,477949,602859
amplificar,4,477949,602859
ampliou,3,477949,602859
amplitud,5,477949,602859
amplo,74,477949,602859
ampola,6,477949,602859
amputar,2,477949,602859
amsterda,3,477949,602859
amtb,2,477949,602859
an,15,477949,602859
ana,43,477949,602859
anac,12,477949,602859
anacapri,1,477949,602859
anacleto,1,477949,602859
anafilatica,4,477949,602859
anafilatico,2,477949,602859
anagliptografia,1,477949,602859
anahp,4,477949,602859
anajur,4,477949,602859
anal,8,477949,602859
analfabeto,1,477949,602859
analgesico,4,477949,602859
analis,228,477949,602859
analisa,1,477949,602859
analisada,2,477949,602859
analisado,1,477949,602859
analisala,1,477949,602859
analisam,2,477949,602859
analisando,1,477949,602859
analisandoeduardo,1,477949,602859
analisar,247,477949,602859
analisara,1,477949,602859
analista,24,477949,602859
analitico,2,477949,602859
analogo,1,477949,602859
analyt,2,477949,602859
anamnes,3,477949,602859
anapoli,8,477949,602859
anarquista,2,477949,602859
anastacio,1,477949,602859
anatel,6,477949,602859
anbc,1,477949,602859
ancar,1,477949,602859
ancestr,5,477949,602859
anchietaimigrant,2,477949,602859
anciao,1,477949,602859
ancona,1,477949,602859
ancora,6,477949,602859
ancoragem,1,477949,602859
ancorar,7,477949,602859
and,77,477949,602859
andador,2,477949,602859
andamento,45,477949,602859
andando,1,477949,602859
andar,55,477949,602859
andea,1,477949,602859
anderson,13,477949,602859
andesitica,1,477949,602859
andesito,2,477949,602859
andi,3,477949,602859
andif,1,477949,602859
andino,2,477949,602859
andor,1,477949,602859
andorrano,1,477949,602859
andr,98,477949,602859
andrad,14,477949,602859
andrada,1,477949,602859
andrea,21,477949,602859
andrei,1,477949,602859
andreia,3,477949,602859
andreotti,1,477949,602859
andressa,9,477949,602859
andreta,1,477949,602859
andrew,29,477949,602859
andreza,1,477949,602859
andriel,2,477949,602859
andrighi,1,477949,602859
androgeno,1,477949,602859
android,12,477949,602859
andrologia,2,477949,602859
aneel,19,477949,602859
anel,3,477949,602859
anelideo,1,477949,602859
anemia,5,477949,602859
anencefalia,1,477949,602859
anestesia,1,477949,602859
anestesiar,7,477949,602859
anestesico,3,477949,602859
anestesiologista,1,477949,602859
anestesista,5,477949,602859
anexar,16,477949,602859
anexo,3,477949,602859
anez,2,477949,602859
anfavea,1,477949,602859
anfield,1,477949,602859
anfitriao,3,477949,602859
angariar,5,477949,602859
angel,27,477949,602859
angela,17,477949,602859
angelo,9,477949,602859
angeluso,1,477949,602859
angi,3,477949,602859
angiologia,1,477949,602859
anglosueca,2,477949,602859
angola,1,477949,602859
angotti,2,477949,602859
angra,11,477949,602859
angulo,5,477949,602859
angustia,9,477949,602859
angustiado,1,477949,602859
angustiant,4,477949,602859
angustiar,1,477949,602859
anhanguera,2,477949,602859
anhembi,4,477949,602859
anhlinh,2,477949,602859
ani,1,477949,602859
anim,25,477949,602859
animacao,5,477949,602859
animada,1,477949,602859
animado,1,477949,602859
animador,5,477949,602859
animai,10,477949,602859
animar,74,477949,602859
animo,6,477949,602859
animosidad,1,477949,602859
animous,1,477949,602859
aniquilar,3,477949,602859
anisio,4,477949,602859
anisti,1,477949,602859
anistia,3,477949,602859
anistiado,2,477949,602859
aniston,5,477949,602859
anita,4,477949,602859
anitta,14,477949,602859
anittadentrodacasinha,2,477949,602859
anivaldo,4,477949,602859
aniversariant,1,477949,602859
aniversario,23,477949,602859
anj,1,477949,602859
anjo,3,477949,602859
anm,4,477949,602859
anmp,3,477949,602859
ann,6,477949,602859
anna,8,477949,602859
annal,1,477949,602859
annegret,1,477949,602859
annet,1,477949,602859
anni,1,477949,602859
anniversari,1,477949,602859
annual,1,477949,602859
ano,2263,477949,602859
anocomo,1,477949,602859
anoha,1,477949,602859
anomalia,1,477949,602859
anomalo,1,477949,602859
anonima,7,477949,602859
anonimato,6,477949,602859
anonimo,5,477949,602859
anonimosbarreto,1,477949,602859
anonym,5,477949,602859
anoou,1,477949,602859
anophel,1,477949,602859
anorexia,3,477949,602859
anorm,6,477949,602859
anormalidad,1,477949,602859
anosa,1,477949,602859
anoso,1,477949,602859
anoswassef,1,477949,602859
anotacao,3,477949,602859
anotar,7,477949,602859
anoth,2,477949,602859
anoto,2,477949,602859
anotous,1,477949,602859
anp,1,477949,602859
anpd,3,477949,602859
ansa,22,477949,602859
ansari,1,477949,602859
anseio,3,477949,602859
ansia,1,477949,602859
ansiar,2,477949,602859
ansiedad,25,477949,602859
ansiosament,2,477949,602859
ansioso,13,477949,602859
ant,44,477949,602859
antagonismo,1,477949,602859
antagonista,7,477949,602859
antao,1,477949,602859
antaq,1,477949,602859
antar,47,477949,602859
antarctica,1,477949,602859
antartica,3,477949,602859
antartida,5,477949,602859
anteced,5,477949,602859
antecedencia,9,477949,602859
antecedent,4,477949,602859
antecessor,10,477949,602859
antecip,1,477949,602859
antecipacao,22,477949,602859
antecipada,3,477949,602859
antecipadament,4,477949,602859
antecipando,1,477949,602859
antecipandos,1,477949,602859
antecipar,80,477949,602859
antemao,2,477949,602859
antena,6,477949,602859
antenado,1,477949,602859
anteontem,46,477949,602859
anterior,274,477949,602859
anteriorment,48,477949,602859
antessala,3,477949,602859
antev,1,477949,602859
antevespera,1,477949,602859
anthoni,19,477949,602859
antiara,1,477949,602859
antib,1,477949,602859
antibacteriana,1,477949,602859
antibiotico,19,477949,602859
antichancel,1,477949,602859
anticoagulant,4,477949,602859
anticompetitiva,1,477949,602859
anticoncepcion,1,477949,602859
anticoronaviru,2,477949,602859
anticorpo,100,477949,602859
anticorrupcao,10,477949,602859
anticovid,10,477949,602859
anticovid19,1,477949,602859
anticovido,1,477949,602859
anticrim,10,477949,602859
antidamar,1,477949,602859
antidemocratica,1,477949,602859
antidemocratico,19,477949,602859
antidoto,1,477949,602859
antidroga,1,477949,602859
antiembacamento,1,477949,602859
antietica,1,477949,602859
antietico,1,477949,602859
antifa,1,477949,602859
antifasc,1,477949,602859
antifascismo,4,477949,602859
antifascista,11,477949,602859
antifumo,1,477949,602859
antiga,2,477949,602859
antigament,3,477949,602859
antigeno,17,477949,602859
antigo,53,477949,602859
antiheroi,1,477949,602859
antihipertensivo,1,477949,602859
antiimigracao,1,477949,602859
antiinflamatorio,2,477949,602859
antilava,1,477949,602859
antimalarico,1,477949,602859
antimicrobiana,1,477949,602859
antimonopolio,2,477949,602859
antioxidant,1,477949,602859
antipatia,2,477949,602859
antipedofilia,1,477949,602859
antiprotozoario,1,477949,602859
antipt,2,477949,602859
antirracista,5,477949,602859
antirretrovir,2,477949,602859
antirretrovirai,11,477949,602859
antissemita,1,477949,602859
antisseptico,2,477949,602859
antissuborno,1,477949,602859
antitabagista,1,477949,602859
antitau,1,477949,602859
antitermico,1,477949,602859
antitrust,4,477949,602859
antivacina,2,477949,602859
antivacinacao,1,477949,602859
antivir,14,477949,602859
antiviru,10,477949,602859
antoin,2,477949,602859
antologia,1,477949,602859
antologica,2,477949,602859
antologico,1,477949,602859
anton,2,477949,602859
antonella,2,477949,602859
antoni,3,477949,602859
antonia,2,477949,602859
antonietto,1,477949,602859
antonio,101,477949,602859
antonov124,1,477949,602859
antropologia,1,477949,602859
antropologo,1,477949,602859
antt,8,477949,602859
antun,4,477949,602859
anu,4,477949,602859
anual,36,477949,602859
anualizado,1,477949,602859
anualment,11,477949,602859
anuario,1,477949,602859
anuencia,3,477949,602859
anuir,7,477949,602859
anul,1,477949,602859
anula,1,477949,602859
anulacao,16,477949,602859
anulada,1,477949,602859
anular,48,477949,602859
anunci,52,477949,602859
anuncia,1,477949,602859
anunciada,4,477949,602859
anunciado,5,477949,602859
anunciant,3,477949,602859
anunciar,695,477949,602859
anunciaram,5,477949,602859
anuncio,136,477949,602859
anup,1,477949,602859
anvisa,299,477949,602859
anyon,2,477949,602859
aoauto,1,477949,602859
aoc,3,477949,602859
aoki,1,477949,602859
aomi,1,477949,602859
ap,11,477949,602859
apa,7,477949,602859
apadrinhamento,1,477949,602859
apadrinhar,5,477949,602859
apag,1,477949,602859
apagao,17,477949,602859
apagar,30,477949,602859
apaixonar,4,477949,602859
apalpar,2,477949,602859
apan,1,477949,602859
apanhar,4,477949,602859
aparaceu,1,477949,602859
aparar,2,477949,602859
aparato,2,477949,602859
aparec,197,477949,602859
aparecem,2,477949,602859
apareceram,1,477949,602859
aparecerao,1,477949,602859
apareceu,3,477949,602859
aparecido,12,477949,602859
aparecimento,9,477949,602859
aparelhar,22,477949,602859
aparelho,28,477949,602859
aparencia,11,477949,602859
aparent,2,477949,602859
aparentar,9,477949,602859
aparentement,17,477949,602859
aparicao,6,477949,602859
apartamento,29,477949,602859
apartar,1,477949,602859
apartheid,1,477949,602859
apartidario,3,477949,602859
apatia,1,477949,602859
apavorar,1,477949,602859
apegar,1,477949,602859
apegous,1,477949,602859
apelacao,2,477949,602859
apelar,50,477949,602859
apelidada,1,477949,602859
apelidado,1,477949,602859
apelidar,19,477949,602859
apelido,6,477949,602859
apelo,7,477949,602859
apena,54,477949,602859
apendic,1,477949,602859
apensada,2,477949,602859
apensado,1,477949,602859
apensamento,1,477949,602859
apeoesp,3,477949,602859
apequenar,1,477949,602859
aperfeicoalo,1,477949,602859
aperfeicoamento,2,477949,602859
aperfeicoar,3,477949,602859
apertar,16,477949,602859
aperto,2,477949,602859
apertu,1,477949,602859
apesar,324,477949,602859
apetit,1,477949,602859
apetitar,2,477949,602859
apexbrasil,1,477949,602859
apib,2,477949,602859
apic,3,477949,602859
apitar,1,477949,602859
aplacar,1,477949,602859
aplainada,1,477949,602859
aplaudir,11,477949,602859
aplauso,8,477949,602859
aplic,1,477949,602859
aplicacao,123,477949,602859
aplicaco,3,477949,602859
aplicada,16,477949,602859
aplicado,3,477949,602859
aplicador,1,477949,602859
aplicar,253,477949,602859
aplicativo,116,477949,602859
apneia,1,477949,602859
apo,111,477949,602859
apocalips,1,477949,602859
apocaliptico,1,477949,602859
apocalitico,1,477949,602859
apoderarems,1,477949,602859
apoem,1,477949,602859
apoi,1,477949,602859
apoia,1,477949,602859
apoiado,2,477949,602859
apoiador,116,477949,602859
apoiadora,5,477949,602859
apoiala,1,477949,602859
apoialo,2,477949,602859
apoiam,1,477949,602859
apoiando,1,477949,602859
apoiar,154,477949,602859
apoiaria,1,477949,602859
apoiass,1,477949,602859
apoio,30,477949,602859
apolitico,2,477949,602859
apollo,1,477949,602859
apologia,4,477949,602859
apolonia,1,477949,602859
apont,4,477949,602859
aponta,12,477949,602859
apontada,2,477949,602859
apontado,7,477949,602859
apontam,5,477949,602859
apontamento,1,477949,602859
apontando,1,477949,602859
apontar,1,477949,602859
apontaram,1,477949,602859
apontava,3,477949,602859
aport,2,477949,602859
aportacio,1,477949,602859
aportar,10,477949,602859
aposentado,1,477949,602859
aposentadoria,32,477949,602859
aposentar,40,477949,602859
aposta,2,477949,602859
apostador,1,477949,602859
apostam,2,477949,602859
apostar,23,477949,602859
aposto,30,477949,602859
apostolico,7,477949,602859
apostolo,1,477949,602859
apoteosar,1,477949,602859
app,25,477949,602859
appel,2,477949,602859
appendix,1,477949,602859
appiu,1,477949,602859
appl,42,477949,602859
applaus,1,477949,602859
applewhit,1,477949,602859
appli,1,477949,602859
apptopia,1,477949,602859
aprazivel,1,477949,602859
aprecar,4,477949,602859
apreciacao,6,477949,602859
apreciado,2,477949,602859
apreciar,8,477949,602859
apreend,10,477949,602859
apreendido,10,477949,602859
apreensao,59,477949,602859
apreensivo,4,477949,602859
apregoam,1,477949,602859
apregoar,1,477949,602859
aprend,35,477949,602859
aprendizado,11,477949,602859
aprendizagem,8,477949,602859
apresent,6,477949,602859
apresenta,7,477949,602859
apresentacao,53,477949,602859
apresentada,6,477949,602859
apresentado,20,477949,602859
apresentador,59,477949,602859
apresentadora,3,477949,602859
apresentalo,3,477949,602859
apresentam,4,477949,602859
apresentando,2,477949,602859
apresentar,709,477949,602859
apresentaram,6,477949,602859
apresentarem,1,477949,602859
apresentem,2,477949,602859
apresento,1,477949,602859
apressar,6,477949,602859
april,2,477949,602859
aprimoramento,5,477949,602859
aprimorar,7,477949,602859
aprioristico,1,477949,602859
aprisionar,3,477949,602859
aprofundamento,7,477949,602859
