word,words_total_appear_in_group_real,words_total_appear_in_group_fake,percet_strong_word_in_group_real,percet_strong_word_in_group_fake
benno,1,0,0.000209227,0
benon,2,0,0.000418455,0
bensouda,1,0,0.000209227,0
bent,2,11,0.000418455,0.003384834
bento,15,11,0.00313841,0.003384834
benz,1,7,0.000209227,0.002153985
benzer,1,0,0.000209227,0
bep,2,0,0.000418455,0
berardi,2,0,0.000418455,0
berco,3,1,0.000627682,0.000307712
berengu,1,0,0.000209227,0
berenic,1,0,0.000209227,0
bereta,1,0,0.000209227,0
bergamo,7,11,0.001464591,0.003384834
bergen,2,0,0.000418455,0
berger,1,1,0.000209227,0.000307712
bergeron,0,1,0,0.000307712
bergodio,0,1,0,0.000307712
bergoglio,3,1,0.000627682,0.000307712
berinjela,2,2,0.000418455,0.000615424
berkeley,1,0,0.000209227,0
berlim,7,16,0.001464591,0.004923395
berlin,1,2,0.000209227,0.000615424
berlinmarathon,1,0,0.000209227,0
berlusconi,1,2,0.000209227,0.000615424
bermuda,1,2,0.000209227,0.000615424
bermudez,1,2,0.000209227,0.000615424
bern,3,1,0.000627682,0.000307712
berna,3,1,0.000627682,0.000307712
bernado,1,1,0.000209227,0.000307712
bernard,20,17,0.004184547,0.005231107
bernardi,1,1,0.000209227,0.000307712
bernardino,1,1,0.000209227,0.000307712
bernardo,20,17,0.004184547,0.005231107
bernd,0,1,0,0.000307712
berni,0,1,0,0.000307712
berrar,1,3,0.000209227,0.000923137
berrini,0,1,0,0.000307712
berro,1,0,0.000209227,0
berset,0,1,0,0.000307712
berth,1,1,0.000209227,0.000307712
berthomi,1,0,0.000209227,0
bertioga,1,0,0.000209227,0
berto,3,1,0.000627682,0.000307712
bertoldo,1,0,0.000209227,0
bertolucci,1,0,0.000209227,0
bertoni,1,0,0.000209227,0
bertran,0,3,0,0.000923137
bertrand,0,3,0,0.000923137
besourar,0,2,0,0.000615424
bessa,0,1,0,0.000307712
bessia,0,1,0,0.000307712
best,1,7,0.000209227,0.002153985
besta,8,1,0.001673819,0.000307712
besteira,1,5,0.000209227,0.001538561
besteirinha,0,1,0,0.000307712
bestial,1,0,0.000209227,0
bestsel,4,0,0.000836909,0
betacaroteno,1,0,0.000209227,0
betacoronaviru,1,0,0.000209227,0
betadin,0,1,0,0.000307712
betanc,1,0,0.000209227,0
betania,0,2,0,0.000615424
betar,1,6,0.000209227,0.001846273
beterraba,2,1,0.000418455,0.000307712
beth,16,5,0.003347638,0.001538561
bethania,0,6,0,0.001846273
beti,1,6,0.000209227,0.001846273
betim,2,2,0.000418455,0.000615424
betmot,0,1,0,0.000307712
beto,1,6,0.000209227,0.001846273
bett,1,1,0.000209227,0.000307712
better,2,0,0.000418455,0
betti,1,4,0.000209227,0.001230849
betto,2,1,0.000418455,0.000307712
beverli,2,0,0.000418455,0
bevilaqua,1,0,0.000209227,0
bexiga,4,0,0.000836909,0
bexigar,4,0,0.000836909,0
beyonc,1,0,0.000209227,0
beyond,3,0,0.000627682,0
beyrer,1,0,0.000209227,0
bezerro,21,12,0.004393774,0.003692546
bezo,18,0,0.003766092,0
bfmtv,2,0,0.000418455,0
bfr,1,0,0.000209227,0
bgmea,1,0,0.000209227,0
bh,1,1,0.000209227,0.000307712
bharat,9,1,0.001883046,0.000307712
bhunda,0,1,0,0.000307712
bi,3,7,0.000627682,0.002153985
bia,1,1,0.000209227,0.000307712
bial,3,1,0.000627682,0.000307712
bialski,1,0,0.000209227,0
bianca,2,6,0.000418455,0.001846273
bianchi,1,0,0.000209227,0
bianco,3,0,0.000627682,0
biannchi,0,2,0,0.000615424
bianual,2,0,0.000418455,0
biar,2,1,0.000418455,0.000307712
biasi,1,0,0.000209227,0
bibi,1,2,0.000209227,0.000615424
bibiano,0,2,0,0.000615424
bibl,8,1,0.001673819,0.000307712
biblia,6,43,0.001255364,0.013231624197255822
biblico,1,9,0.000209227,0.00276941
biblioteca,8,12,0.001673819,0.003692546
biblioteconomia,0,1,0,0.000307712
bibo,0,1,0,0.000307712
bibsfiha,0,5,0,0.001538561
bicabornato,1,0,0.000209227,0
bicampeonato,0,1,0,0.000307712
bicanski,0,1,0,0.000307712
bicar,3,3,0.000627682,0.000923137
bicarbonato,0,20,0,0.006154244
bicentenario,0,2,0,0.000615424
bicep,1,0,0.000209227,0
bichanar,0,1,0,0.000307712
bichar,3,19,0.000627682,0.005846532
bicho,4,1,0.000836909,0.000307712
bichovoc,0,1,0,0.000307712
bicicleta,1,15,0.000209227,0.004615683
bicicletario,1,0,0.000209227,0
bicicletarioarariboia,1,0,0.000209227,0
bico,3,1,0.000627682,0.000307712
bicocca,1,0,0.000209227,0
bid,63,1,0.013181323,0.000307712
bidbnd,1,0,0.000209227,0
biden,112,143,0.023433462566089688,0.044002843
bie,2,1,0.000418455,0.000307712
bieber,2,0,0.000418455,0
bielorrusso,1,0,0.000209227,0
bielorussia,0,1,0,0.000307712
bielorusso,0,1,0,0.000307712
bien,2,1,0.000418455,0.000307712
bienal,2,0,0.000418455,0
bienio,3,0,0.000627682,0
bif,2,0,0.000418455,0
bifar,3,0,0.000627682,0
big,10,1,0.002092273,0.000307712
biga,10,1,0.002092273,0.000307712
bigatto,10,0,0.002092273,0
bigod,0,5,0,0.001538561
bigtech,0,1,0,0.000307712
bigu,1,1,0.000209227,0.000307712
bijuteria,0,2,0,0.000615424
bike,2,2,0.000418455,0.000615424
bilak,1,0,0.000209227,0
bilater,1,0,0.000209227,0
bilateralment,1,0,0.000209227,0
bilbao,1,0,0.000209227,0
bild,2,3,0.000418455,0.000923137
bilhao,2,3,0.000418455,0.000923137
bilhar,0,2,0,0.000615424
bilhet,4,2,0.000836909,0.000615424
bilheteria,4,0,0.000836909,0
bilho,1,1,0.000209227,0.000307712
biliao,362,150,0.075740299,0.046156829
biliar,2,2,0.000418455,0.000615424
bilionario,16,27,0.003347638,0.008308229
bill,1,2,0.000209227,0.000615424
bill2,0,1,0,0.000307712
billi,1,2,0.000209227,0.000615424
billionair,1,0,0.000209227,0
bilo,1,1,0.000209227,0.000307712
bim,3,3,0.000627682,0.000923137
bimestr,10,0,0.002092273,0
bin,3,1,0.000627682,0.000307712
binacion,1,0,0.000209227,0
binacionai,1,0,0.000209227,0
bing,0,1,0,0.000307712
binoculo,4,2,0.000836909,0.000615424
bio,2,3,0.000418455,0.000923137
biocentrica,2,0,0.000418455,0
biocida,1,0,0.000209227,0
biociencia,1,1,0.000209227,0.000307712
biocombustivel,0,2,0,0.000615424
biodanca,3,0,0.000627682,0
biodefesa,1,0,0.000209227,0
biodegradavel,1,0,0.000209227,0
biodiesel,3,0,0.000627682,0
biodiversidad,14,4,0.002929183,0.001230849
bioeconomia,2,0,0.000418455,0
bioengenheiro,1,0,0.000209227,0
bioetica,0,2,0,0.000615424
biofabrica,2,0,0.000418455,0
biofarmaceutia,1,0,0.000209227,0
biofarmaco,1,0,0.000209227,0
biografia,2,2,0.000418455,0.000615424
biolog,6,2,0.001255364,0.000615424
biologia,6,2,0.001255364,0.000615424
biologica,0,5,0,0.001538561
biologicament,0,5,0,0.001538561
biologico,8,4,0.001673819,0.001230849
biologo,12,14,0.002510728,0.004307971
bioluminescencia,0,2,0,0.000615424
bioluminiscencia,0,1,0,0.000307712
bioluminiscent,0,2,0,0.000615424
bioma,17,1,0.003556865,0.000307712
biomanguinho,17,0,0.003556865,0
biomaso,0,1,0,0.000307712
biomedicin,1,2,0.000209227,0.000615424
biomedicina,1,2,0.000209227,0.000615424
biomedico,9,3,0.001883046,0.000923137
biometria,4,1,0.000836909,0.000307712
biometriabem,0,1,0,0.000307712
biometriacaso,0,1,0,0.000307712
biometrico,2,5,0.000418455,0.001538561
biontech,25,1,0.005230684,0.000307712
biontechpf,1,0,0.000209227,0
biopsia,4,0,0.000836909,0
bioquimico,5,2,0.001046137,0.000615424
biorxiv,1,0,0.000209227,0
biorxivorg,1,0,0.000209227,0
biosfera,1,0,0.000209227,0
biosolut,1,0,0.000209227,0
biosseguranca,3,0,0.000627682,0
biotech,1,16,0.000209227,0.004923395
biotechsegundo,1,0,0.000209227,0
biotecnologia,11,6,0.002301501,0.001846273
biotina,1,0,0.000209227,0
biotipo,1,0,0.000209227,0
bip,1,2,0.000209227,0.000615424
bipartidario,0,1,0,0.000307712
bipe,1,2,0.000209227,0.000615424
bira,2,1,0.000418455,0.000307712
birigui,2,0,0.000418455,0
birkenau,0,1,0,0.000307712
birkhal,1,0,0.000209227,0
birman,1,0,0.000209227,0
birmingham,3,0,0.000627682,0
biro,4,0,0.000836909,0
birrar,0,1,0,0.000307712
bisavo,2,0,0.000418455,0
bisbilhotagem,1,0,0.000209227,0
biscoitar,8,8,0.001673819,0.002461698
biscoito,2,1,0.000418455,0.000307712
bisnagar,0,1,0,0.000307712
bisneto,4,1,0.000836909,0.000307712
bispar,15,44,0.00313841,0.013539336387889678
bispo,4,2,0.000836909,0.000615424
bissau,2,1,0.000418455,0.000307712
bisset,1,0,0.000209227,0
bissett,1,0,0.000209227,0
bissexu,2,1,0.000418455,0.000307712
bitar,3,1,0.000627682,0.000307712
bitcoin,9,2,0.001883046,0.000615424
bite,2,1,0.000418455,0.000307712
bitrem,0,1,0,0.000307712
bitributacao,0,2,0,0.000615424
bittar,8,0,0.001673819,0
bittencourt,5,0,0.001046137,0
bituca,0,1,0,0.000307712
bivar,1,1,0.000209227,0.000307712
bizarro,5,3,0.001046137,0.000923137
bizsi,1,0,0.000209227,0
bj,1,2,0.000209227,0.000615424
bla,1,1,0.000209227,0.000307712
black,1,1,0.000209227,0.000307712
blackburn,0,2,0,0.000615424
blackfriday,0,1,0,0.000307712
blacklivesmatt,0,1,0,0.000307712
blairo,3,0,0.000627682,0
blais,0,1,0,0.000307712
blanc,1,3,0.000209227,0.000923137
blanchflow,1,0,0.000209227,0
blanco,0,3,0,0.000923137
blasch,1,0,0.000209227,0
blasfemia,0,1,0,0.000307712
blasio,6,2,0.001255364,0.000615424
blast,2,1,0.000418455,0.000307712
blaugrana,1,0,0.000209227,0
blazer,0,1,0,0.000307712
blecaut,2,0,0.000418455,0
blech,1,0,0.000209227,0
bleep,3,0,0.000627682,0
blefe,0,1,0,0.000307712
blend,0,2,0,0.000615424
bless,1,0,0.000209227,0
blica,2,1,0.000418455,0.000307712
blick,0,1,0,0.000307712
blico,410,1,0.085783211,0.000307712
blindado,1,0,0.000209227,0
blindagem,5,0,0.001046137,0
blindalo,1,0,0.000209227,0
blindar,7,5,0.001464591,0.001538561
blinken,1,0,0.000209227,0
blitz,3,7,0.000627682,0.002153985
blm,0,1,0,0.000307712
bloc,1,2,0.000209227,0.000615424
block,1,2,0.000209227,0.000615424
blockbust,1,1,0.000209227,0.000307712
blockchain,1,1,0.000209227,0.000307712
bloco,1,6,0.000209227,0.001846273
blocoo,1,0,0.000209227,0
blog,1,10,0.000209227,0.003077122
blogger,1,0,0.000209227,0
blogueiro,14,10,0.002929183,0.003077122
bloi,1,3,0.000209227,0.000923137
bloksfazendo,0,1,0,0.000307712
blood,1,0,0.000209227,0
bloom,3,0,0.000627682,0
bloomberg,7,0,0.001464591,0
bloomfield,3,0,0.000627682,0
bloqueada,1,0,0.000209227,0
bloqueado,2,2,0.000418455,0.000615424
bloqueador,2,2,0.000418455,0.000615424
bloquear,6,10,0.001255364,0.003077122
bloquearam,1,0,0.000209227,0
bloqueio,1,1,0.000209227,0.000307712
bloqueiro,1,0,0.000209227,0
bluetooth,3,1,0.000627682,0.000307712
blumenau,2,2,0.000418455,0.000615424
blusa,0,5,0,0.001538561
blz,0,1,0,0.000307712
bma,1,1,0.000209227,0.000307712
bmj,1,0,0.000209227,0
bmw,1,2,0.000209227,0.000615424
bmwberlinmarathon,1,0,0.000209227,0
bna,1,2,0.000209227,0.000615424
bnd,11,20,0.002301501,0.006154244
bnde,11,20,0.002301501,0.006154244
bnp,1,0,0.000209227,0
bnt162,2,1,0.000418455,0.000307712
bnt162b1,1,0,0.000209227,0
bnt162b2,2,0,0.000418455,0
bo,1,1,0.000209227,0.000307712
boa,1,1,0.000209227,0.000307712
boadivulgu,0,1,0,0.000307712
boadl,1,0,0.000209227,0
boaf,1,0,0.000209227,0
boanova,1,0,0.000209227,0
board,4,1,0.000836909,0.000307712
boasvinda,1,0,0.000209227,0
boat,1,1,0.000209227,0.000307712
boatar,9,85,0.001883046,0.026155536203877786
boato,1,1,0.000209227,0.000307712
boatosorg,1,3,0.000209227,0.000923137
boava,0,1,0,0.000307712
boavista,4,0,0.000836909,0
bob,2,4,0.000418455,0.001230849
bobagem,10,10,0.002092273,0.003077122
bobalhao,1,0,0.000209227,0
bobeira,0,2,0,0.000615424
bobera,0,1,0,0.000307712
bobigni,0,1,0,0.000307712
bobinar,0,1,0,0.000307712
bobo,2,4,0.000418455,0.001230849
bobsl,2,0,0.000418455,0
boca,2,2,0.000418455,0.000615424
bocal,4,0,0.000836909,0
bocalidad,1,0,0.000209227,0
bocalom,4,0,0.000836909,0
bocar,2,2,0.000418455,0.000615424
bocca,1,0,0.000209227,0
bocelli,7,3,0.001464591,0.000923137
bochechar,1,1,0.000209227,0.000307712
bock,1,4,0.000209227,0.001230849
bode,1,1,0.000209227,0.000307712
bodi,4,6,0.000836909,0.001846273
bodoquena,0,1,0,0.000307712
boe,1,1,0.000209227,0.000307712
boechat,0,8,0,0.002461698
boemia,1,0,0.000209227,0
boff,0,1,0,0.000307712
bogossian,1,0,0.000209227,0
bogota,3,2,0.000627682,0.000615424
bohn,1,0,0.000209227,0
boi,1,1,0.000209227,0.000307712
boiada,2,0,0.000418455,0
boiar,4,9,0.000836909,0.00276941
boicot,6,22,0.001255364,0.006769668
boicotar,6,22,0.001255364,0.006769668
boiingerir,0,1,0,0.000307712
boin,1,1,0.000209227,0.000307712
boit,0,1,0,0.000307712
bojar,1,0,0.000209227,0
boko,0,1,0,0.000307712
bola,10,1,0.002092273,0.000307712
bolano,0,1,0,0.000307712
bolao,0,1,0,0.000307712
bolar,1,2,0.000209227,0.000615424
bolcheviqu,0,1,0,0.000307712
bolcon,1,0,0.000209227,0
bold,1,5,0.000209227,0.001538561
boldo,1,8,0.000209227,0.002461698
boldonaro,1,0,0.000209227,0
boleia,0,1,0,0.000307712
bolel'shchikov,1,0,0.000209227,0
bolero,0,2,0,0.000615424
boletar,1,4,0.000209227,0.001230849
boletim,146,29,0.030547192273652626,0.008923654
boletin,1,0,0.000209227,0
boleto,2,1,0.000418455,0.000307712
bolha,11,7,0.002301501,0.002153985
bolhar,11,7,0.002301501,0.002153985
boli,2,1,0.000418455,0.000307712
bolich,0,1,0,0.000307712
bolivar,1,1,0.000209227,0.000307712
bolivariana,1,11,0.000209227,0.003384834
bolivariano,0,1,0,0.000307712
bolivarianolulista,0,1,0,0.000307712
bolivia,6,8,0.001255364,0.002461698
boliviano,6,8,0.001255364,0.002461698
bollywood,0,1,0,0.000307712
bolo,2,31,0.000418455,0.009539078
bolonaro,1,0,0.000209227,0
bolonh,1,0,0.000209227,0
bolonha,1,0,0.000209227,0
bolor,0,1,0,0.000307712
bolsa,15,2,0.00313841,0.000615424
bolsaatleta,0,2,0,0.000615424
bolsabandido,0,3,0,0.000923137
bolsaestupidez,0,1,0,0.000307712
bolsafamilia,1,1,0.000209227,0.000307712
bolsao,4,0,0.000836909,0
bolsar,15,2,0.00313841,0.000615424
bolsasfamilia,0,1,0,0.000307712
bolso,1,1,0.000209227,0.000307712
bolsoasno,0,1,0,0.000307712
bolsodoria,2,0,0.000418455,0
bolsominion,1,2,0.000209227,0.000615424
bolsonar,4,1,0.000836909,0.000307712
bolsonar0,0,1,0,0.000307712
bolsonardo,0,1,0,0.000307712
bolsonariano,1,0,0.000209227,0
bolsonarismo,1,1,0.000209227,0.000307712
bolsonarismoexistem,0,1,0,0.000307712
bolsonarismogarantiu,0,1,0,0.000307712
bolsonarismoraiz,1,0,0.000209227,0
bolsonarista,71,25,0.014855141,0.007692805
bolsonaro,4,1,0.000836909,0.000307712
bolsonaro2020,0,1,0,0.000307712
bolsonaro2022,0,3,0,0.000923137
bolsonaroa,1,1,0.000209227,0.000307712
bolsonaroalem,1,0,0.000209227,0
bolsonarodivulguem,0,1,0,0.000307712
bolsonarodonald,0,1,0,0.000307712
bolsonaroess,0,1,0,0.000307712
bolsonaroestavacertodepoi,0,1,0,0.000307712
bolsonarofamilia,0,1,0,0.000307712
bolsonarofernando,1,0,0.000209227,0
bolsonarofilha,0,1,0,0.000307712
bolsonarogovernador,0,1,0,0.000307712
bolsonaroinauguracao,0,1,0,0.000307712
bolsonaromc,0,1,0,0.000307712
bolsonaromourao,2,0,0.000418455,0
bolsonarona,0,1,0,0.000307712
bolsonaronao,0,1,0,0.000307712
bolsonaroo,1,1,0.000209227,0.000307712
bolsonaroolhem,0,1,0,0.000307712
bolsonaropensar,0,1,0,0.000307712
bolsonaroprecisa,0,1,0,0.000307712
bolsonaropresident,0,1,0,0.000307712
bolsonaroprocurado,0,1,0,0.000307712
bolsonaroreeleito2022,0,1,0,0.000307712
bolsonarosempreteverazao,0,1,0,0.000307712
bolsonarotemrazao,0,5,0,0.001538561
bolsonarotodo,0,1,0,0.000307712
bolsonarovaichegarsuavez,0,1,0,0.000307712
bolsonarovc,0,1,0,0.000307712
bolton,0,2,0,0.000615424
bolzan,2,1,0.000418455,0.000307712
bom,1,1,0.000209227,0.000307712
bomba,1,1,0.000209227,0.000307712
bombaaa,0,1,0,0.000307712
bombadao,0,1,0,0.000307712
bombado,2,20,0.000418455,0.006154244
bombando,0,2,0,0.000615424
bombar,1,1,0.000209227,0.000307712
bombardeamento,0,1,0,0.000307712
bombardear,3,5,0.000627682,0.001538561
bombardeio,1,0,0.000209227,0
bombardeiro,0,1,0,0.000307712
bombarelogio,1,0,0.000209227,0
bombassem,1,0,0.000209227,0
bombastico,1,10,0.000209227,0.003077122
bombear,0,1,0,0.000307712
bombeiro,20,35,0.004184547,0.010769926672184972
bombini,2,0,0.000418455,0
bombom,0,10,0,0.003077122
bombou,0,1,0,0.000307712
bombril,0,1,0,0.000307712
bommocismo,0,1,0,0.000307712
bompra,0,1,0,0.000307712
bompreco,0,2,0,0.000615424
bomtempo,2,0,0.000418455,0
bonat,1,20,0.000209227,0.006154244
bonavid,4,0,0.000836909,0
bondad,1,3,0.000209227,0.000923137
bondar,2,2,0.000418455,0.000615424
bondfaro,1,0,0.000209227,0
bondinho,1,2,0.000209227,0.000615424
bone,1,22,0.000209227,0.006769668
boneca,1,14,0.000209227,0.004307971
boneco,0,12,0,0.003692546
bonem,0,1,0,0.000307712
boner,0,1,0,0.000307712
bonfim,3,0,0.000627682,0
bonifacio,5,0,0.001046137,0
bonificacao,4,0,0.000836909,0
bonificaco,1,0,0.000209227,0
bonificar,0,1,0,0.000307712
boninho,1,0,0.000209227,0
bonito,11,23,0.002301501,0.00707738
bonner,5,26,0.001046137,0.008000517
bonobo,1,0,0.000209227,0
bonorino,0,2,0,0.000615424
bonoro,0,1,0,0.000307712
bonsucesso,0,2,0,0.000615424
bonturi,1,0,0.000209227,0
bonu,9,2,0.001883046,0.000615424
book,1,6,0.000209227,0.001846273
boom,1,1,0.000209227,0.000307712
boon,0,1,0,0.000307712
boost,0,1,0,0.000307712
boostassim,0,1,0,0.000307712
boostcarol,0,1,0,0.000307712
booyaa,3,0,0.000627682,0
bope,1,3,0.000209227,0.000923137
bora,1,3,0.000209227,0.000923137
borat,1,1,0.000209227,0.000307712
borax,9,1,0.001883046,0.000307712
borboleta,0,2,0,0.000615424
borborema,0,1,0,0.000307712
bordao,3,2,0.000627682,0.000615424
bordar,3,4,0.000627682,0.001230849
bordeaux,0,1,0,0.000307712
border,1,0,0.000209227,0
bordin,18,6,0.003766092,0.001846273
bordo,3,1,0.000627682,0.000307712
bordon,3,0,0.000627682,0
bore,2,1,0.000418455,0.000307712
boreal,3,2,0.000627682,0.000615424
boreali,0,2,0,0.000615424
borebi,2,0,0.000418455,0
borel,4,2,0.000836909,0.000615424
borelli,4,0,0.000836909,0
borg,1,1,0.000209227,0.000307712
borgo,1,1,0.000209227,0.000307712
borgonuovo,1,0,0.000209227,0
bori,1,1,0.000209227,0.000307712
boricada,3,0,0.000627682,0
borico,2,0,0.000418455,0
borim,2,0,0.000418455,0
borio,1,0,0.000209227,0
borno,3,1,0.000627682,0.000307712
borracha,2,1,0.000418455,0.000307712
borrachada,0,1,0,0.000307712
borracheiro,0,5,0,0.001538561
borracho,3,7,0.000627682,0.002153985
borrar,0,1,0,0.000307712
borrel,1,0,0.000209227,0
borrelli,1,0,0.000209227,0
borrellio,1,0,0.000209227,0
borrifado,1,0,0.000209227,0
borrifar,1,2,0.000209227,0.000615424
borsch,0,1,0,0.000307712
bortolan,0,2,0,0.000615424
bortolotto,1,0,0.000209227,0
borussia,2,0,0.000418455,0
bosco,1,1,0.000209227,0.000307712
bosniaherzegovina,1,0,0.000209227,0
bosnio,3,3,0.000627682,0.000923137
bosonaro,0,1,0,0.000307712
bosqu,0,1,0,0.000307712
bossch,0,1,0,0.000307712
bost,3,1,0.000627682,0.000307712
bostar,0,14,0,0.004307971
bostez,0,1,0,0.000307712
boston,3,1,0.000627682,0.000307712
bostonaro,0,1,0,0.000307712
bot,1,1,0.000209227,0.000307712
botafogo,15,1,0.00313841,0.000307712
botafogoonca,0,1,0,0.000307712
botafoguens,1,0,0.000209227,0
botanico,1,2,0.000209227,0.000615424
botao,4,28,0.000836909,0.008615941
botar,5,8,0.001046137,0.002461698
botaram,1,0,0.000209227,0
botch,1,0,0.000209227,0
boteco,0,3,0,0.000923137
botelho,1,0,0.000209227,0
botequim,0,2,0,0.000615424
boticario,0,4,0,0.001230849
botijao,1,3,0.000209227,0.000923137
botijo,0,2,0,0.000615424
boto,1,11,0.000209227,0.003384834
botox,1,0,0.000209227,0
botsuana,1,0,0.000209227,0
botswana,0,1,0,0.000307712
bottini,1,0,0.000209227,0
bottura,1,0,0.000209227,0
botucatu,1,1,0.000209227,0.000307712
botucatuens,1,0,0.000209227,0
bouboulina,0,1,0,0.000307712
bouer,3,0,0.000627682,0
boukhari,0,1,0,0.000307712
boulden,1,0,0.000209227,0
boulo,1,97,0.000209227,0.029848082491484063
boulos50,1,0,0.000209227,0
boulosnosegundoturno,1,0,0.000209227,0
boulou,1,0,0.000209227,0
bounti,1,0,0.000209227,0
bourdon,2,0,0.000418455,0
bourget,0,1,0,0.000307712
bourla,5,5,0.001046137,0.001538561
bousquet,1,0,0.000209227,0
bovi,6,2,0.001255364,0.000615424
bovina,1,1,0.000209227,0.000307712
bovinament,0,1,0,0.000307712
bovino,6,2,0.001255364,0.000615424
bowl,1,0,0.000209227,0
box,2,1,0.000418455,0.000307712
boxar,9,2,0.001883046,0.000615424
boxeador,2,0,0.000418455,0
boy,1,1,0.000209227,0.000307712
bozkir,1,0,0.000209227,0
bozo,0,1,0,0.000307712
bozobomba,0,1,0,0.000307712
bozoloid,0,1,0,0.000307712
bozotario,0,1,0,0.000307712
bozza,1,1,0.000209227,0.000307712
bozzato,0,1,0,0.000307712
bozzella,2,0,0.000418455,0
bp,7,3,0.001464591,0.000923137
bpc,1,2,0.000209227,0.000615424
bpcloa,0,2,0,0.000615424
bpd,7,0,0.001464591,0
bpom,1,0,0.000209227,0
br,1,1,0.000209227,0.000307712
br101,4,0,0.000836909,0
br153,0,2,0,0.000615424
br155,1,0,0.000209227,0
br163,0,13,0,0.004000258
br222,1,0,0.000209227,0
br230,0,4,0,0.001230849
br248,0,1,0,0.000307712
br277,0,2,0,0.000615424
br290,0,1,0,0.000307712
br304,0,2,0,0.000615424
br376,0,1,0,0.000307712
br381,0,4,0,0.001230849
br476,1,0,0.000209227,0
br7,0,1,0,0.000307712
bra,1,1,0.000209227,0.000307712
brabant,1,0,0.000209227,0
brabao,0,1,0,0.000307712
brabo,0,3,0,0.000923137
bracelet,0,1,0,0.000307712
braco,1,61,0.000209227,0.018770443628665236
bracodireito,1,0,0.000209227,0
brad,1,1,0.000209227,0.000307712
bradar,0,6,0,0.001846273
bradburi,1,0,0.000209227,0
