word,words_total_appear_in_group_real,words_total_appear_in_group_fake,percet_strong_word_in_group_real,percet_strong_word_in_group_fake
jassi,4,0,0.000836909,0
jatai,1,0,0.000209227,0
jaten,6,5,0.001255364,0.001538561
jati,5,1,0.001046137,0.000307712
jatinho,1,1,0.000209227,0.000307712
jatinhoolha,0,1,0,0.000307712
jato,17,1,0.003556865,0.000307712
jatoba,1,1,0.000209227,0.000307712
jatomoro,0,1,0,0.000307712
jatopetrobra,0,1,0,0.000307712
jau,1,1,0.000209227,0.000307712
jaula,0,1,0,0.000307712
jaulalobisomem,0,1,0,0.000307712
jaureguizar,1,0,0.000209227,0
java,1,1,0.000209227,0.000307712
javali,1,1,0.000209227,0.000307712
javier,3,2,0.000627682,0.000615424
jay,1,1,0.000209227,0.000307712
jaym,1,0,0.000209227,0
jazeera,0,2,0,0.000615424
jazigo,1,0,0.000209227,0
jazzista,1,0,0.000209227,0
jb,12,1,0.002510728,0.000307712
jc,1,2,0.000209227,0.000615424
jcvi,1,0,0.000209227,0
je,1,1,0.000209227,0.000307712
jean,1,5,0.000209227,0.001538561
jeanchristoph,1,0,0.000209227,0
jeanclaud,0,1,0,0.000307712
jeanin,2,5,0.000418455,0.001538561
jeanneth,1,0,0.000209227,0
jeannett,1,0,0.000209227,0
jeanot,1,0,0.000209227,0
jeanyv,1,0,0.000209227,0
jec,1,2,0.000209227,0.000615424
jeca,20,5,0.004184547,0.001538561
jecrim,1,0,0.000209227,0
jedi,2,0,0.000418455,0
jedmai,0,1,0,0.000307712
jeep,0,2,0,0.000615424
jefe,0,3,0,0.000923137
jeferson,0,3,0,0.000923137
jeff,2,1,0.000418455,0.000307712
jefferson,14,10,0.002929183,0.003077122
jeffrey,2,1,0.000418455,0.000307712
jegu,0,1,0,0.000307712
jeito,13,1,0.002719955,0.000307712
jeitojusto,0,1,0,0.000307712
jejuar,3,0,0.000627682,0
jejum,6,2,0.001255364,0.000615424
jejuni,1,0,0.000209227,0
jen,4,9,0.000836909,0.00276941
jena,2,1,0.000418455,0.000307712
jenemeconfineraipa,2,0,0.000418455,0
jenio,0,1,0,0.000307712
jenna,1,0,0.000209227,0
jenni,1,0,0.000209227,0
jennif,1,0,0.000209227,0
jenniferaniston,1,0,0.000209227,0
jensen,0,1,0,0.000307712
jeon,1,0,0.000209227,0
jeova,1,3,0.000209227,0.000923137
jequi,1,1,0.000209227,0.000307712
jequieba,0,1,0,0.000307712
jequiti,1,1,0.000209227,0.000307712
jequitinhonha,1,0,0.000209227,0
jereissati,13,1,0.002719955,0.000307712
jeremi,1,1,0.000209227,0.000307712
jeremoabo,0,1,0,0.000307712
jericoacoara,0,1,0,0.000307712
jerom,5,0,0.001046137,0
jeronimo,1,0,0.000209227,0
jerri,5,1,0.001046137,0.000307712
jersey,16,2,0.003347638,0.000615424
jerson,1,0,0.000209227,0
jerusalem,2,0,0.000418455,0
jesem,2,0,0.000418455,0
jess,1,0,0.000209227,0
jessica,2,0,0.000418455,0
jesu,27,1,0.005649138,0.000307712
jesuita,0,1,0,0.000307712
jesushein,0,1,0,0.000307712
jet,20,2,0.004184547,0.000615424
jetski,0,1,0,0.000307712
jetson,2,1,0.000418455,0.000307712
jeun,1,0,0.000209227,0
jf,3,1,0.000627682,0.000307712
jgv7,0,1,0,0.000307712
jha,1,0,0.000209227,0
jhon,4,1,0.000836909,0.000307712
jhonatan,0,1,0,0.000307712
jhonatta,4,0,0.000836909,0
jhsf,1,0,0.000209227,0
jiangxi,3,0,0.000627682,0
jiao,0,1,0,0.000307712
jiboia,0,2,0,0.000615424
jiechi,1,0,0.000209227,0
jihad,0,1,0,0.000307712
jihadista,0,1,0,0.000307712
jilin,4,2,0.000836909,0.000615424
jill,0,1,0,0.000307712
jilmar,11,1,0.002301501,0.000307712
jim,2,3,0.000418455,0.000923137
jimmi,2,2,0.000418455,0.000615424
jing,1,1,0.000209227,0.000307712
jingguang,0,1,0,0.000307712
jingl,1,1,0.000209227,0.000307712
jinglechiclet,1,0,0.000209227,0
jinp,3,10,0.000627682,0.003077122
jinyintan,4,0,0.000836909,0
jinzhang,0,1,0,0.000307712
jirau,0,3,0,0.000923137
jiripoca,1,0,0.000209227,0
jiujitsu,0,1,0,0.000307712
jj,1,0,0.000209227,0
jk,2,2,0.000418455,0.000615424
jn,70,6,0.014645914103806055,0.001846273
jo,2,2,0.000418455,0.000615424
joa,1,1,0.000209227,0.000307712
joab,1,0,0.000209227,0
joan,1,1,0.000209227,0.000307712
joana,2,3,0.000418455,0.000923137
joanesburgo,1,1,0.000209227,0.000307712
joaninha,0,1,0,0.000307712
joannin,1,0,0.000209227,0
joao,1,2,0.000209227,0.000615424
joaopinoquiodoria,0,1,0,0.000307712
joaozinho,0,2,0,0.000615424
joaquim,12,10,0.002510728,0.003077122
joaquin,1,1,0.000209227,0.000307712
joaquina,0,1,0,0.000307712
job,1,0,0.000209227,0
jobim,1,0,0.000209227,0
jobima,1,0,0.000209227,0
jobimriogaleao,1,0,0.000209227,0
joca,1,0,0.000209227,0
jocelio,1,0,0.000209227,0
jocoso,0,1,0,0.000307712
jodi,1,0,0.000209227,0
joe,1,3,0.000209227,0.000923137
joel,1,3,0.000209227,0.000923137
joelhar,5,4,0.001046137,0.001230849
joelho,2,4,0.000418455,0.001230849
joelma,5,0,0.001046137,0
joenia,1,0,0.000209227,0
joerg,1,0,0.000209227,0
joesley,7,1,0.001464591,0.000307712
jogador,134,68,0.028036464141571592,0.020924428963102232
jogandoo,0,1,0,0.000307712
jogar,2,216,0.000418455,0.066465833
jogaria,2,0,0.000418455,0
jogo,1,1,0.000209227,0.000307712
jogou,2,1,0.000418455,0.000307712
jogoum,0,1,0,0.000307712
johan,3,1,0.000627682,0.000307712
johanesburgoshabir,1,0,0.000209227,0
johann,1,1,0.000209227,0.000307712
johannesburgo,1,0,0.000209227,0
johansson,3,0,0.000627682,0
john,1,18,0.000209227,0.005538819
johnni,0,3,0,0.000923137
johnson,1,18,0.000209227,0.005538819
johnsondivisao,1,0,0.000209227,0
johnsonjanssen,1,0,0.000209227,0
johnsonjohnson,1,0,0.000209227,0
joi,1,7,0.000209227,0.002153985
joia,5,3,0.001046137,0.000923137
joic,16,12,0.003347638,0.003692546
joilton,0,2,0,0.000615424
join,2,7,0.000418455,0.002153985
joinha,0,1,0,0.000307712
joint,1,1,0.000209227,0.000307712
jointventur,1,0,0.000209227,0
joinvil,2,7,0.000418455,0.002153985
jojo,1,0,0.000209227,0
joko,2,0,0.000418455,0
jon,1,1,0.000209227,0.000307712
jona,2,1,0.000418455,0.000307712
jonata,2,1,0.000418455,0.000307712
jonatan,0,1,0,0.000307712
jonathan,0,3,0,0.000923137
jone,2,10,0.000418455,0.003077122
jong,4,4,0.000836909,0.001230849
jongun,0,4,0,0.001230849
jonnel,1,0,0.000209227,0
jonssen,0,1,0,0.000307712
joquei,1,0,0.000209227,0
jordania,4,1,0.000836909,0.000307712
jordao,0,2,0,0.000615424
jordar,1,0,0.000209227,0
jordi,3,0,0.000627682,0
jorg,73,15,0.015273596136826313,0.004615683
jorna,4,15,0.000836909,0.004615683
jornada,36,4,0.007532184,0.001230849
jornai,5,0,0.001046137,0
jornal,4,15,0.000836909,0.004615683
jornalismo,14,15,0.002929183,0.004615683
jornalista,151,169,0.031593329,0.05200336
jornalistico,4,15,0.000836909,0.004615683
jorrar,0,1,0,0.000307712
jose,1,4,0.000209227,0.001230849
josefa,1,0,0.000209227,0
joselin,1,0,0.000209227,0
joselito,0,1,0,0.000307712
josep,1,4,0.000209227,0.001230849
joseph,1,4,0.000209227,0.001230849
josephin,1,0,0.000209227,0
joset,1,0,0.000209227,0
joshua,0,4,0,0.001230849
josi,2,0,0.000418455,0
josia,14,0,0.002929183,0
josiel,6,0,0.001255364,0
josimaicon,2,0,0.000418455,0
joss,0,1,0,0.000307712
jota,2,0,0.000418455,0
jour,1,11,0.000209227,0.003384834
jourdan,2,0,0.000418455,0
journal,37,11,0.007741412,0.003384834
journey,1,0,0.000209227,0
jovem,125,171,0.026153418042510812,0.052618785
joven,1,1,0.000209227,0.000307712
jovensjoven,0,1,0,0.000307712
jovenso,1,0,0.000209227,0
joy,1,5,0.000209227,0.001538561
joyc,2,5,0.000418455,0.001538561
jozef,1,0,0.000209227,0
jp,1,2,0.000209227,0.000615424
jr,11,23,0.002301501,0.00707738
jsb,1,0,0.000209227,0
ju,2,10,0.000418455,0.003077122
jua,2,1,0.000418455,0.000307712
juan,8,13,0.001673819,0.004000258
juarez,1,1,0.000209227,0.000307712
juazeiro,2,0,0.000418455,0
juba,1,5,0.000209227,0.001538561
jubile,1,0,0.000209227,0
juc,19,10,0.00397532,0.003077122
juca,19,10,0.00397532,0.003077122
juceg,1,0,0.000209227,0
jucelino,1,0,0.000209227,0
jucicleia,2,0,0.000418455,0
jucileid,3,0,0.000627682,0
jucu,0,1,0,0.000307712
jucuo,0,1,0,0.000307712
jucurutu,0,1,0,0.000307712
juda,1,1,0.000209227,0.000307712
judaicama,0,1,0,0.000307712
judaico,1,3,0.000209227,0.000923137
judaismo,0,1,0,0.000307712
judeu,6,1,0.001255364,0.000307712
judeusalemanha,0,1,0,0.000307712
judi,1,18,0.000209227,0.005538819
judic,11,18,0.002301501,0.005538819
judici,11,18,0.002301501,0.005538819
judiciai,2,0,0.000418455,0
judicializacao,4,0,0.000836909,0
judicializado,1,0,0.000209227,0
judicializar,2,3,0.000418455,0.000923137
judicialment,7,4,0.001464591,0.001230849
judiciar,63,1,0.013181323,0.000307712
judiciariastf,0,1,0,0.000307712
judiciario,63,1,0.013181323,0.000307712
judiciarioroubavam,0,1,0,0.000307712
judicioso,1,0,0.000209227,0
judio,0,1,0,0.000307712
judith,0,1,0,0.000307712
judo,3,0,0.000627682,0
judt,1,0,0.000209227,0
jugular,1,1,0.000209227,0.000307712
juin,1,0,0.000209227,0
juiz,48,23,0.010042912528324151,0.00707738
juiza,3,2,0.000627682,0.000615424
juizado,3,0,0.000627682,0
juizeco,0,1,0,0.000307712
juizforano,0,3,0,0.000923137
juizo,48,23,0.010042912528324151,0.00707738
juju,0,3,0,0.000923137
jul,2,1,0.000418455,0.000307712
julga,85,43,0.017784324268907352,0.013231624197255822
julgada,2,0,0.000418455,0
julgado,1,0,0.000209227,0
julgador,1,0,0.000209227,0
julgalo,0,1,0,0.000307712
julgamento,147,35,0.030756419617992716,0.010769926672184972
julgando,1,0,0.000209227,0
julgar,85,43,0.017784324268907352,0.013231624197255822
julgou,3,0,0.000627682,0
julho,1,1,0.000209227,0.000307712
julho19,0,1,0,0.000307712
julho20,0,1,0,0.000307712
julhoagosto,1,0,0.000209227,0
juli,14,1,0.002929183,0.000307712
julia,10,3,0.002092273,0.000923137
julian,10,3,0.002092273,0.000923137
juliana,1,0,0.000209227,0
juliano,10,3,0.002092273,0.000923137
julien,1,0,0.000209227,0
julier,1,0,0.000209227,0
julinha,0,1,0,0.000307712
julio,14,0,0.002929183,0
julli,0,1,0,0.000307712
jullyen,2,0,0.000418455,0
jumento,0,7,0,0.002153985
jump,0,1,0,0.000307712
jun,1,1,0.000209227,0.000307712
juncao,6,2,0.001255364,0.000615424
jundiai,1,0,0.000209227,0
jundiaiens,1,0,0.000209227,0
june,1,0,0.000209227,0
juneau,1,0,0.000209227,0
juneja,1,0,0.000209227,0
juneyao,1,0,0.000209227,0
jungl,1,0,0.000209227,0
jungmann,7,0,0.001464591,0
junho,304,1,0.063605113,0.000307712
junho19,0,1,0,0.000307712
junho20,0,1,0,0.000307712
junina,2,0,0.000418455,0
juninho,0,1,0,0.000307712
junino,1,0,0.000209227,0
junio,1,23,0.000209227,0.00707738
junior,1,23,0.000209227,0.00707738
junqueira,1,0,0.000209227,0
junqueiropoli,0,1,0,0.000307712
junta,1,213,0.000209227,0.065542697
juntada,1,0,0.000209227,0
juntala,1,0,0.000209227,0
juntament,17,37,0.003556865,0.011385351053452683
juntandos,2,0,0.000418455,0
juntar,1,213,0.000209227,0.065542697
juntaram,1,0,0.000209227,0
juntarams,1,0,0.000209227,0
juntei,1,0,0.000209227,0
juntes,0,1,0,0.000307712
junto,1,1,0.000209227,0.000307712
juntoscontraocovid,0,1,0,0.000307712
juntou,2,0,0.000418455,0
jupit,4,4,0.000836909,0.001230849
juquitiba,0,2,0,0.000615424
jurado,1,0,0.000209227,0
juramentado,1,0,0.000209227,0
juramento,2,1,0.000418455,0.000307712
jurandir,3,0,0.000627682,0
jurar,1,6,0.000209227,0.001846273
jurass,4,1,0.000836909,0.000307712
jurassica,0,1,0,0.000307712
jurema,1,2,0.000209227,0.000615424
jurer,1,0,0.000209227,0
jurgen,1,0,0.000209227,0
juri,23,9,0.004812229,0.00276941
juridica,2,1,0.000418455,0.000307712
juridicament,2,1,0.000418455,0.000307712
juridicaso,0,1,0,0.000307712
juridico,1,16,0.000209227,0.004923395
juridicoconstitucion,1,0,0.000209227,0
juridicopolitica,1,0,0.000209227,0
jurisdicao,4,1,0.000836909,0.000307712
jurisdicion,1,0,0.000209227,0
jurisprudenci,12,1,0.002510728,0.000307712
jurisprudencia,12,1,0.002510728,0.000307712
jurista,23,9,0.004812229,0.00276941
juro,36,9,0.007532184,0.00276941
jurua,1,0,0.000209227,0
jusbrasil,0,2,0,0.000615424
juscelino,5,4,0.001046137,0.001230849
just,23,3,0.004812229,0.000923137
justa,23,3,0.004812229,0.000923137
justament,41,30,0.008578321,0.009231366
justar,23,3,0.004812229,0.000923137
justica,560,211,0.11716731283044844,0.064927272
justicainicialment,0,1,0,0.000307712
justicamento,0,1,0,0.000307712
justicapormariferr,0,1,0,0.000307712
justicar,560,211,0.11716731283044844,0.064927272
justiceiro,1,1,0.000209227,0.000307712
justicia,1,0,0.000209227,0
justific,1,15,0.000209227,0.004615683
justificacion,0,1,0,0.000307712
justificada,1,1,0.000209227,0.000307712
justificadament,1,1,0.000209227,0.000307712
justificado,1,0,0.000209227,0
justificar,1,38,0.000209227,0.011693063244086541
justificaram,1,0,0.000209227,0
justificativa,1,0,0.000209227,0
justificativo,49,15,0.010252139872664238,0.004615683
justificavel,1,1,0.000209227,0.000307712
justifiquem,1,0,0.000209227,0
justin,5,1,0.001046137,0.000307712
justino,0,1,0,0.000307712
justo,14,11,0.002929183,0.003384834
jutai,1,0,0.000209227,0
jutlandia,1,0,0.000209227,0
juvanet,1,0,0.000209227,0
juvenil,1,1,0.000209227,0.000307712
juventu,10,10,0.002092273,0.003077122
juventud,10,10,0.002092273,0.003077122
jw,1,1,0.000209227,0.000307712
jwb,0,1,0,0.000307712
k,10,4,0.002092273,0.001230849
k2141b,2,0,0.000418455,0
ka,14,3,0.002929183,0.000923137
kabaeva,0,1,0,0.000307712
kabul,0,1,0,0.000307712
kacyla,0,4,0,0.001230849
kaczuroski,5,0,0.001046137,0
kahe,1,0,0.000209227,0
kahn,0,1,0,0.000307712
kahr,0,1,0,0.000307712
kai,1,1,0.000209227,0.000307712
kaiapo,3,0,0.000627682,0
kairalla,1,0,0.000209227,0
kaiser,1,0,0.000209227,0
kajuru,19,1,0.00397532,0.000307712
kaka,2,3,0.000418455,0.000923137
kakay,0,3,0,0.000923137
kalik,0,1,0,0.000307712
kalil,28,18,0.005858366,0.005538819
kalla,1,0,0.000209227,0
kamala,3,11,0.000627682,0.003384834
kamaru,1,0,0.000209227,0
kameyama,1,0,0.000209227,0
kamikaz,0,2,0,0.000615424
kamili,2,0,0.000418455,0
kamloop,0,1,0,0.000307712
kammer,1,0,0.000209227,0
kampf,1,2,0.000209227,0.000615424
kampff,1,0,0.000209227,0
kanda,1,0,0.000209227,0
kang,1,0,0.000209227,0
kanitz,1,1,0.000209227,0.000307712
kansa,2,1,0.000418455,0.000307712
kantar,2,0,0.000418455,0
kantor,0,1,0,0.000307712
karaok,1,0,0.000209227,0
kardashian,5,0,0.001046137,0
karen,2,0,0.000418455,0
karima,1,0,0.000209227,0
karina,1,2,0.000209227,0.000615424
karl,1,7,0.000209227,0.002153985
karla,3,0,0.000627682,0
karli,1,0,0.000209227,0
karma,0,1,0,0.000307712
karnal,0,6,0,0.001846273
karol,3,5,0.000627682,0.001538561
karolin,3,0,0.000627682,0
karolina,3,0,0.000627682,0
karolinska,3,0,0.000627682,0
kaskad,1,0,0.000209227,0
kasprzak,0,1,0,0.000307712
kassab,3,1,0.000627682,0.000307712
kassio,49,0,0.010252139872664238,0
kataguiri,4,3,0.000836909,0.000923137
kataroa,1,0,0.000209227,0
kate,1,3,0.000209227,0.000923137
katerina,0,3,0,0.000923137
katherin,1,0,0.000209227,0
kathi,1,0,0.000209227,0
kathleen,0,5,0,0.001538561
kati,1,1,0.000209227,0.000307712
katia,1,3,0.000209227,0.000923137
katiarecuperar,1,0,0.000209227,0
katna,1,0,0.000209227,0
kato,3,0,0.000627682,0
katsunobu,2,0,0.000418455,0
katz,1,1,0.000209227,0.000307712
katzbach,0,1,0,0.000307712
kaua,0,1,0,0.000307712
kaxuyana,1,0,0.000209227,0
kayapo,0,1,0,0.000307712
kayhil,1,0,0.000209227,0
kayk,1,0,0.000209227,0
kayleigh,2,0,0.000418455,0
kazunobu,1,0,0.000209227,0
kbak,0,1,0,0.000307712
kc390,1,0,0.000209227,0
kcdc,3,0,0.000627682,0
kd,1,1,0.000209227,0.000307712
ke,10,4,0.002092273,0.001230849
keanu,2,5,0.000418455,0.001538561
keef,1,0,0.000209227,0
keenan,0,4,0,0.001230849
keep,4,0,0.000836909,0
kefera,1,0,0.000209227,0
kefir,0,1,0,0.000307712
kehl,1,1,0.000209227,0.000307712
keith,2,1,0.000418455,0.000307712
keko,1,0,0.000209227,0
kelland,1,0,0.000209227,0
kelli,2,7,0.000418455,0.002153985
ken,2,1,0.000418455,0.000307712
kenji,1,0,0.000209227,0
kennedi,9,15,0.001883046,0.004615683
kenneth,1,3,0.000209227,0.000923137
kentucki,2,4,0.000418455,0.001230849
kenzo,3,0,0.000627682,0
keqiang,1,0,0.000209227,0
kerala,0,1,0,0.000307712
kerkhov,11,1,0.002301501,0.000307712
kerr,0,2,0,0.000615424
kesecioglu,1,0,0.000209227,0
kesh,0,2,0,0.000615424
kessler,2,0,0.000418455,0
ketchup,1,0,0.000209227,0
keti,1,0,0.000209227,0
keto,0,7,0,0.002153985
kevin,3,15,0.000627682,0.004615683
key,1,2,0.000209227,0.000615424
keynesiano,1,0,0.000209227,0
kfouri,4,6,0.000836909,0.001846273
kg,7,1,0.001464591,0.000307712
kgb,0,1,0,0.000307712
khaena,1,0,0.000209227,0
khale,2,0,0.000418455,0
khalifa,0,8,0,0.002461698
khalil,2,0,0.000418455,0
khamenei,1,0,0.000209227,0
khan,2,1,0.000418455,0.000307712
khari,1,1,0.000209227,0.000307712
khashoggi,0,1,0,0.000307712
khaski,0,1,0,0.000307712
khaton,1,0,0.000209227,0
khoi,1,0,0.000209227,0
khruangbin,0,1,0,0.000307712
khrushchev,0,2,0,0.000615424
khurram,0,1,0,0.000307712
kianouch,1,0,0.000209227,0
kianuch,1,0,0.000209227,0
kianush,1,0,0.000209227,0
kibe,1,1,0.000209227,0.000307712
kiberlain,1,0,0.000209227,0
kicaldo,1,0,0.000209227,0
kici,17,10,0.003556865,0.003077122
kicker,1,0,0.000209227,0
kid,1,1,0.000209227,0.000307712
kidney,0,1,0,0.000307712
kiefersfelden,1,0,0.000209227,0
kiel,1,0,0.000209227,0
kiler,0,1,0,0.000307712
kill,2,5,0.000418455,0.001538561
killer,0,5,0,0.001538561
kilo,0,1,0,0.000307712
kilosjavali,0,1,0,0.000307712
kim,2,1,0.000418455,0.000307712
kimeleka,2,0,0.000418455,0
kimmel,1,1,0.000209227,0.000307712
kimono,2,0,0.000418455,0
kind,1,1,0.000209227,0.000307712
kinder,0,1,0,0.000307712
king,1,3,0.000209227,0.000923137
kingston,1,0,0.000209227,0
kingstown,0,1,0,0.000307712
kinpara,2,0,0.000418455,0
kipper,0,1,0,0.000307712
kirchner,1,1,0.000209227,0.000307712
kirchnerm,0,1,0,0.000307712
kiribati,1,0,0.000209227,0
kiril,1,1,0.000209227,0.000307712
kirilo,0,1,0,0.000307712
kirouac,0,1,0,0.000307712
kirsch,3,0,0.000627682,0
kiss,4,0,0.000836909,0
kit,1,2,0.000209227,0.000615424
kitti,0,1,0,0.000307712
kivu,0,1,0,0.000307712
kiwi,0,6,0,0.001846273
kkk,1,1,0.000209227,0.000307712
kkkk,1,1,0.000209227,0.000307712
kkkkk,1,1,0.000209227,0.000307712
kkkkkk,1,1,0.000209227,0.000307712
kkkkkkk,1,1,0.000209227,0.000307712
kkkkkkkabsurdo,0,1,0,0.000307712
kkkkkkkbolsonaro,0,1,0,0.000307712
kkkkkkkk,1,1,0.000209227,0.000307712
kkkkkkkkk,1,1,0.000209227,0.000307712
kkkkkkkkkk,1,1,0.000209227,0.000307712
kkkkkkkkkkkkk,1,1,0.000209227,0.000307712
kkkkkkkkkkkkkkkk,1,1,0.000209227,0.000307712
kkkkkkkkkkkkkkkkkkkk,1,1,0.000209227,0.000307712
kkkkkkkkkkkkkkkkkkkkk,1,1,0.000209227,0.000307712
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1,0,0.000209227,0
kkkkkkkkkkkkkkkkkspit,0,1,0,0.000307712
kkkkkkso,0,1,0,0.000307712
kkkkkkversao,0,1,0,0.000307712
klabin,2,0,0.000418455,0
klain,1,0,0.000209227,0
klan,2,3,0.000418455,0.000923137
klarna,2,0,0.000418455,0
klau,2,4,0.000418455,0.001230849
klausner,2,0,0.000418455,0
kleber,2,0,0.000418455,0
kleenex,0,2,0,0.000615424
klein,0,1,0,0.000307712
kleverapo,1,0,0.000209227,0
kley,1,0,0.000209227,0
klinefelt,0,2,0,0.000615424
klock,1,0,0.000209227,0
kloot,2,0,0.000418455,0
klopp,1,0,0.000209227,0
klose,1,0,0.000209227,0
kloss,1,0,0.000209227,0
kluge,8,0,0.001673819,0
klux,1,0,0.000209227,0
km,1,1,0.000209227,0.000307712
km2,22,0,0.004603002,0
kmh,0,1,0,0.000307712
kmsensacion,0,1,0,0.000307712
knauss,0,2,0,0.000615424
knick,1,0,0.000209227,0
know,1,1,0.000209227,0.000307712
knowhow,2,0,0.000418455,0
knowledg,3,0,0.000627682,0
ko,3,1,0.000627682,0.000307712
kobashi,1,0,0.000209227,0
kobe,0,1,0,0.000307712
kobebry,0,1,0,0.000307712
kobra,0,1,0,0.000307712
koca,2,0,0.000418455,0
koch,1,2,0.000209227,0.000615424
kochi,1,0,0.000209227,0
kogut,2,0,0.000418455,0
koisonaro,0,1,0,0.000307712
koji,1,3,0.000209227,0.000923137
kojima,0,3,0,0.000923137
kokama,1,0,0.000209227,0
koki,1,0,0.000209227,0
kokun,1,0,0.000209227,0
kolfag,1,0,0.000209227,0
kolyno,0,3,0,0.000923137
kombi,0,3,0,0.000923137
komlo,2,0,0.000418455,0
kompatsch,2,0,0.000418455,0
konder,0,1,0,0.000307712
kong,55,6,0.011507503938704757,0.001846273
konibodom,0,2,0,0.000615424
konrad,1,0,0.000209227,0
koofr,1,0,0.000209227,0
koontz,0,5,0,0.001538561
kopenawa,1,0,0.000209227,0
kopenhagen,1,0,0.000209227,0
korea,1,1,0.000209227,0.000307712
kori,0,2,0,0.000615424
kormann,7,0,0.001464591,0
kornbluh,1,0,0.000209227,0
kosel,0,2,0,0.000615424
kosher,0,2,0,0.000615424
koslov,0,1,0,0.000307712
kosovo,2,0,0.000418455,0
koster,1,0,0.000209227,0
kotatv,1,0,0.000209227,0
kotelevet,0,1,0,0.000307712
koumbou,0,1,0,0.000307712
kozel,0,2,0,0.000615424
kpe7741,0,1,0,0.000307712
kpl7718,0,1,0,0.000307712
kqr6963,0,1,0,0.000307712
kraemer,0,1,0,0.000307712
krajewski,1,0,0.000209227,0
krampkarrenbau,1,0,0.000209227,0
kratz,1,0,0.000209227,0
kraus,2,0,0.000418455,0
kravitz,0,1,0,0.000307712
kreb,2,0,0.000418455,0
krech,2,0,0.000418455,0
kremlin,2,2,0.000418455,0.000615424
kriezi,1,0,0.000209227,0
krisp,2,0,0.000418455,0
kristalina,1,2,0.000209227,0.000615424
kristi,1,1,0.000209227,0.000307712
kristiansen,0,1,0,0.000307712
kristina,0,1,0,0.000307712
krugman,0,1,0,0.000307712
krummenau,1,0,0.000209227,0
krylya,1,0,0.000209227,0
ku,2,2,0.000418455,0.000615424
kuala,2,1,0.000418455,0.000307712
kuanna,1,0,0.000209227,0
kucharski,1,0,0.000209227,0
kudrow,1,0,0.000209227,0
kuikuro,3,0,0.000627682,0
kukina,2,0,0.000418455,0
kungflu,1,0,0.000209227,0
kunz,1,0,0.000209227,0
kurkova,1,0,0.000209227,0
kuroki,1,0,0.000209227,0
kurz,1,0,0.000209227,0
kurzarbeit,1,0,0.000209227,0
kuster,4,1,0.000836909,0.000307712
kutcher,1,0,0.000209227,0
kuwait,0,1,0,0.000307712
kuzemko,1,0,0.000209227,0
kvo9458,0,1,0,0.000307712
kwai,0,1,0,0.000307712
kwait,0,1,0,0.000307712
kwana,2,0,0.000418455,0
kwazulu,1,0,0.000209227,0
kwazulunat,1,0,0.000209227,0
kwh,8,1,0.001673819,0.000307712
kwoizalla,1,0,0.000209227,0
kwokyung,1,0,0.000209227,0
kyaw,0,1,0,0.000307712
kyi,3,0,0.000627682,0
kyle,1,0,0.000209227,0
kylian,1,0,0.000209227,0
kym3364,0,1,0,0.000307712
kyoto,1,1,0.000209227,0.000307712
kyriakid,3,0,0.000627682,0
kyriako,1,0,0.000209227,0
kyunghoon,6,0,0.001255364,0
kyungwha,1,0,0.000209227,0
l,9,1,0.001883046,0.000307712
l9394htm,0,1,0,0.000307712
la,6,3,0.001255364,0.000923137
lab,1,1,0.000209227,0.000307712
labareda,0,2,0,0.000615424
label,4,3,0.000836909,0.000923137
labial,0,1,0,0.000307712
labio,1,8,0.000209227,0.002461698
labom,0,1,0,0.000307712
labor,1,1,0.000209227,0.000307712
laborar,1,18,0.000209227,0.005538819
laboratori,1,1,0.000209227,0.000307712
laboratoriai,2,0,0.000418455,0
laboratorio,1,1,0.000209227,0.000307712
laboratorioa,0,1,0,0.000307712
laboratorioha,1,0,0.000209227,0
laboratorioo,1,0,0.000209227,0
labr,1,1,0.000209227,0.000307712
labrador,1,0,0.000209227,0
lac,8,2,0.001673819,0.000615424
lacademi,1,0,0.000209227,0
lacal,6,0,0.001255364,0
lacar,1,38,0.000209227,0.011693063244086541
lacen,5,1,0.001046137,0.000307712
lacenrj,1,0,0.000209227,0
lacerda,10,12,0.002092273,0.003692546
lacey,1,0,0.000209227,0
laco,2,1,0.000418455,0.000307712
lacomb,0,6,0,0.001846273
lacracao,0,2,0,0.000615424
lacradinho,0,1,0,0.000307712
lacrado,1,2,0.000209227,0.000615424
lacrador,0,2,0,0.000615424
lacraia,0,1,0,0.000307712
lacrar,1,22,0.000209227,0.006769668
lacrimejar,0,2,0,0.000615424
lacrimogeneo,1,1,0.000209227,0.000307712
lacrimogenio,0,1,0,0.000307712
lacron,0,1,0,0.000307712
lacta,1,4,0.000209227,0.001230849
lactant,5,0,0.001046137,0
lactar,0,4,0,0.001230849
lactato,1,0,0.000209227,0
lacuna,7,0,0.001464591,0
ladear,0,1,0,0.000307712
ladeiro,1,2,0.000209227,0.000615424
laden,0,3,0,0.000923137
ladi,3,18,0.000627682,0.005538819
lado,1,5,0.000209227,0.001538561
ladoenquanto,0,1,0,0.000307712
ladoskkkk,0,1,0,0.000307712
ladrao,9,20,0.001883046,0.006154244
ladraoooo,0,1,0,0.000307712
ladrar,0,1,0,0.000307712
ladro,1,3,0.000209227,0.000923137
ladroagem,1,0,0.000209227,0
laercio,3,2,0.000627682,0.000615424
laert,1,1,0.000209227,0.000307712
laeso,1,0,0.000209227,0
